User_Id,KMeans_Cluster,Cluster_Name,RFM_Score,Recency,Frequency,Total_Spend
26262,0,💎 High-Value Loyalists,3.6,6,2,2219.0
26263,2,🛒 Regular Customers,3.0,177,1,2251.2
26264,0,💎 High-Value Loyalists,3.6,27,5,2570.8
26265,2,🛒 Regular Customers,2.4,374,2,2347.3
26266,1,😴 At-Risk/Dormant,2.4,270,1,480.0
26267,2,🛒 Regular Customers,2.4,370,1,2252.0
26268,2,🛒 Regular Customers,2.4,278,1,1920.0
26269,2,🛒 Regular Customers,3.6,27,1,2620.0
26270,2,🛒 Regular Customers,2.4,331,1,2274.0
26271,0,💎 High-Value Loyalists,2.0,231,2,222.0
26272,2,🛒 Regular Customers,3.6,10,1,2422.0
26273,2,🛒 Regular Customers,3.0,200,1,2408.0
26274,0,💎 High-Value Loyalists,2.4,301,4,2216.1
26275,2,🛒 Regular Customers,2.7,238,1,1838.0
26276,2,🛒 Regular Customers,3.0,186,1,2662.0
26277,0,💎 High-Value Loyalists,2.7,261,3,2265.0
26278,0,💎 High-Value Loyalists,3.0,133,3,2412.5
26280,2,🛒 Regular Customers,2.7,266,2,2434.8
26281,2,🛒 Regular Customers,3.6,27,2,2655.0
26283,2,🛒 Regular Customers,3.0,121,2,2242.0
26285,0,💎 High-Value Loyalists,2.7,251,3,2498.5
26286,0,💎 High-Value Loyalists,2.4,333,3,1590.2
26287,0,💎 High-Value Loyalists,3.3,37,4,3335.7
26288,3,🆕 Recent Shoppers,3.0,189,2,1263.4
26289,2,🛒 Regular Customers,2.4,307,1,2212.3
26290,2,🛒 Regular Customers,2.7,243,1,2224.0
26291,0,💎 High-Value Loyalists,2.7,239,4,2205.4
26292,2,🛒 Regular Customers,2.4,271,1,2400.0
26293,2,🛒 Regular Customers,3.0,178,1,2138.0
26294,1,😴 At-Risk/Dormant,1.95,197,1,152.0
26295,1,😴 At-Risk/Dormant,2.3,202,1,234.0
26296,0,💎 High-Value Loyalists,3.0,167,6,2924.2
26297,2,🛒 Regular Customers,2.4,272,1,2164.0
26298,2,🛒 Regular Customers,2.4,364,1,2200.0
26299,2,🛒 Regular Customers,3.0,208,2,2398.0
26300,0,💎 High-Value Loyalists,3.25,31,2,326.2
26301,0,💎 High-Value Loyalists,3.0,122,5,2217.4
26302,0,💎 High-Value Loyalists,2.4,292,2,2010.0
26303,0,💎 High-Value Loyalists,3.3,65,2,663.0
26304,0,💎 High-Value Loyalists,2.4,363,3,2080.0
26305,0,💎 High-Value Loyalists,2.4,373,3,2437.1
26306,2,🛒 Regular Customers,2.4,270,1,2200.0
26307,0,💎 High-Value Loyalists,3.3,75,5,2071.8
26308,2,🛒 Regular Customers,3.3,91,1,2475.7
26309,2,🛒 Regular Customers,2.4,347,1,2000.0
26310,2,🛒 Regular Customers,2.4,301,2,2292.0
26311,0,💎 High-Value Loyalists,3.0,141,3,2344.0
26312,1,😴 At-Risk/Dormant,1.6999999999999995,321,1,226.0
26313,2,🛒 Regular Customers,3.0,162,1,2152.0
26314,2,🛒 Regular Customers,2.4,343,1,2416.2
26315,2,🛒 Regular Customers,2.4,334,2,2023.9
26316,0,💎 High-Value Loyalists,2.7,257,3,2545.0
26317,2,🛒 Regular Customers,2.4,373,1,2096.0
26318,2,🛒 Regular Customers,2.4,320,1,2214.0
26319,1,😴 At-Risk/Dormant,1.95,187,1,140.0
26320,0,💎 High-Value Loyalists,3.3,70,2,2314.0
26321,0,💎 High-Value Loyalists,3.0,166,2,2000.0
26322,2,🛒 Regular Customers,3.3,80,1,2839.7
26323,2,🛒 Regular Customers,3.3,62,1,2346.0
26324,2,🛒 Regular Customers,2.4,293,1,4155.0
26325,2,🛒 Regular Customers,2.7,265,4,4262.0
26326,2,🛒 Regular Customers,2.4,291,1,2558.0
26327,0,💎 High-Value Loyalists,2.4,335,3,2499.5
26328,3,🆕 Recent Shoppers,2.3,125,1,248.0
26329,0,💎 High-Value Loyalists,2.7,256,3,2188.9
26330,2,🛒 Regular Customers,2.7,259,1,1126.0
26331,0,💎 High-Value Loyalists,3.6,27,3,2713.8
26332,0,💎 High-Value Loyalists,2.4,287,7,4234.4
26333,0,💎 High-Value Loyalists,3.3,41,2,705.0
26334,2,🛒 Regular Customers,2.4,271,2,2530.0
26335,3,🆕 Recent Shoppers,2.7,257,2,843.0
26336,2,🛒 Regular Customers,2.4,296,1,1800.0
26337,2,🛒 Regular Customers,2.4,372,1,1528.0
26338,2,🛒 Regular Customers,3.3,69,1,3048.0
26339,2,🛒 Regular Customers,3.6,5,1,2800.0
26340,2,🛒 Regular Customers,2.4,287,1,2554.0
26341,3,🆕 Recent Shoppers,3.3,41,1,928.0
26342,2,🛒 Regular Customers,2.4,292,1,2337.9
26344,2,🛒 Regular Customers,3.3,62,2,2582.0
26346,0,💎 High-Value Loyalists,3.6,34,6,2443.1
26347,0,💎 High-Value Loyalists,2.95,68,2,286.0
26348,2,🛒 Regular Customers,2.4,337,2,2437.3
26349,2,🛒 Regular Customers,2.4,270,1,2868.0
26350,2,🛒 Regular Customers,2.4,290,1,2172.0
26351,2,🛒 Regular Customers,3.0,211,1,2458.0
26352,2,🛒 Regular Customers,2.4,280,1,2332.0
26353,2,🛒 Regular Customers,2.7,266,2,2213.5
26355,0,💎 High-Value Loyalists,3.0,191,3,2794.0
26356,2,🛒 Regular Customers,2.4,291,1,2100.0
26357,1,😴 At-Risk/Dormant,2.05,530,1,378.2
26358,2,🛒 Regular Customers,2.4,292,1,2892.0
26359,0,💎 High-Value Loyalists,2.7,222,4,2296.0
26360,0,💎 High-Value Loyalists,2.4,353,3,2598.0
26361,2,🛒 Regular Customers,2.7,269,1,2528.0
26362,2,🛒 Regular Customers,2.4,295,2,2418.7
26363,2,🛒 Regular Customers,3.6,20,1,2271.0
26364,2,🛒 Regular Customers,2.4,329,1,2100.0
26365,2,🛒 Regular Customers,2.4,344,1,2053.0
26366,0,💎 High-Value Loyalists,2.7,222,3,2548.0
26367,2,🛒 Regular Customers,2.4,283,2,2260.0
26368,0,💎 High-Value Loyalists,3.25,23,2,384.0
26369,0,💎 High-Value Loyalists,3.3,67,5,2388.0
26370,1,😴 At-Risk/Dormant,2.05,280,1,318.0
26371,2,🛒 Regular Customers,2.4,349,1,2172.0
26372,0,💎 High-Value Loyalists,3.3,50,6,2750.5
26373,2,🛒 Regular Customers,2.4,274,2,2482.0
26374,1,😴 At-Risk/Dormant,2.4,332,1,794.0
26375,0,💎 High-Value Loyalists,3.6,27,3,3200.0
26376,2,🛒 Regular Customers,2.4,347,2,2250.2
26377,2,🛒 Regular Customers,2.4,358,1,2199.5
26378,2,🛒 Regular Customers,2.4,362,2,2442.1
26379,2,🛒 Regular Customers,2.4,350,1,2245.1
26380,2,🛒 Regular Customers,2.7,258,3,2551.0
26381,0,💎 High-Value Loyalists,2.4,351,3,2272.3
26382,0,💎 High-Value Loyalists,2.7,259,4,2522.3
26383,2,🛒 Regular Customers,2.4,356,1,2256.0
26384,1,😴 At-Risk/Dormant,2.4,289,1,932.0
26385,2,🛒 Regular Customers,2.4,338,1,2194.0
26386,2,🛒 Regular Customers,2.4,363,4,4313.2
26387,2,🛒 Regular Customers,3.6,30,1,2916.0
26388,2,🛒 Regular Customers,2.4,300,1,2272.0
26389,2,🛒 Regular Customers,3.0,135,1,2346.0
26390,2,🛒 Regular Customers,2.4,275,1,2570.0
26391,2,🛒 Regular Customers,2.7,265,1,2448.0
26392,0,💎 High-Value Loyalists,3.3,41,5,3131.4
26393,0,💎 High-Value Loyalists,2.4,307,4,2271.0
26394,0,💎 High-Value Loyalists,3.0,108,4,2958.0
26395,2,🛒 Regular Customers,3.3,68,2,2342.0
26396,2,🛒 Regular Customers,2.4,327,1,2278.0
26397,1,😴 At-Risk/Dormant,2.4,276,1,670.2
26398,0,💎 High-Value Loyalists,3.6,27,3,2724.0
26399,2,🛒 Regular Customers,2.4,363,1,2200.0
26400,2,🛒 Regular Customers,2.4,306,1,4545.0
26401,0,💎 High-Value Loyalists,3.6,6,2,2302.2
26402,0,💎 High-Value Loyalists,3.6,12,5,3178.9
26403,2,🛒 Regular Customers,2.4,370,1,2198.0
26404,1,😴 At-Risk/Dormant,1.95,163,1,183.9
26405,3,🆕 Recent Shoppers,3.0,184,2,1214.0
26407,1,😴 At-Risk/Dormant,1.6999999999999995,327,1,254.1
26408,0,💎 High-Value Loyalists,2.7,261,4,2438.0
26409,2,🛒 Regular Customers,2.7,266,1,2500.0
26410,2,🛒 Regular Customers,3.3,39,2,2340.0
26411,3,🆕 Recent Shoppers,3.6,34,1,450.0
26412,1,😴 At-Risk/Dormant,2.0,247,1,219.9
26413,0,💎 High-Value Loyalists,3.6,20,3,2199.0
26414,1,😴 At-Risk/Dormant,2.4,270,1,817.0
26415,2,🛒 Regular Customers,3.6,19,2,2444.0
26416,2,🛒 Regular Customers,3.0,102,1,1247.0
26418,1,😴 At-Risk/Dormant,2.35,251,1,273.0
26419,2,🛒 Regular Customers,2.4,325,1,2216.0
26420,2,🛒 Regular Customers,2.7,264,1,2314.0
26421,2,🛒 Regular Customers,3.0,200,1,2358.0
26422,3,🆕 Recent Shoppers,3.6,34,1,783.0
26423,2,🛒 Regular Customers,2.4,271,2,2444.0
26424,0,💎 High-Value Loyalists,2.4,293,5,2192.3
26425,0,💎 High-Value Loyalists,2.4,334,6,2503.5
26426,2,🛒 Regular Customers,3.6,25,2,2554.0
26427,2,🛒 Regular Customers,2.7,260,2,2158.0
26428,0,💎 High-Value Loyalists,2.7,247,3,2314.0
26429,3,🆕 Recent Shoppers,3.0,180,1,494.0
26430,2,🛒 Regular Customers,2.4,370,1,2464.0
26431,2,🛒 Regular Customers,2.4,283,1,2200.0
26432,2,🛒 Regular Customers,2.7,250,1,2419.0
26433,2,🛒 Regular Customers,2.4,362,1,2111.9
26434,2,🛒 Regular Customers,3.6,24,2,2916.0
26435,2,🛒 Regular Customers,2.4,281,2,2552.0
26436,0,💎 High-Value Loyalists,3.3,37,3,2974.0
26437,1,😴 At-Risk/Dormant,2.4,334,1,800.0
26438,0,💎 High-Value Loyalists,3.6,6,4,2368.0
26439,1,😴 At-Risk/Dormant,1.0,517,1,106.0
26440,2,🛒 Regular Customers,3.0,125,2,2792.1
26441,2,🛒 Regular Customers,2.4,271,2,2132.0
26442,2,🛒 Regular Customers,2.4,372,1,2222.0
26443,1,😴 At-Risk/Dormant,2.05,352,1,292.0
26444,2,🛒 Regular Customers,3.0,136,1,2444.0
26445,1,😴 At-Risk/Dormant,2.35,251,1,345.0
26446,2,🛒 Regular Customers,3.0,197,2,2257.9
26447,2,🛒 Regular Customers,2.7,258,1,2254.0
26448,2,🛒 Regular Customers,2.4,366,2,2200.0
26449,2,🛒 Regular Customers,2.7,221,1,1992.0
26450,2,🛒 Regular Customers,2.7,258,1,3287.5
26451,0,💎 High-Value Loyalists,2.4,275,5,2846.0
26452,0,💎 High-Value Loyalists,2.7,269,3,508.7
26453,2,🛒 Regular Customers,3.6,34,1,3796.0
26454,2,🛒 Regular Customers,3.6,20,1,3120.0
26455,0,💎 High-Value Loyalists,2.7,251,3,2501.4
26456,0,💎 High-Value Loyalists,3.6,17,6,2046.1
26457,2,🛒 Regular Customers,2.4,350,1,2388.6
26458,0,💎 High-Value Loyalists,3.3,38,3,2709.2
26459,2,🛒 Regular Customers,2.4,351,2,2204.0
26460,2,🛒 Regular Customers,2.4,366,1,2054.0
26461,1,😴 At-Risk/Dormant,2.35,244,1,300.0
26462,2,🛒 Regular Customers,3.0,156,1,2296.0
26463,2,🛒 Regular Customers,2.4,287,1,2302.0
26464,2,🛒 Regular Customers,2.4,308,1,2406.0
26465,2,🛒 Regular Customers,3.3,69,1,2396.0
26466,2,🛒 Regular Customers,2.4,290,1,2000.0
26467,1,😴 At-Risk/Dormant,1.6999999999999995,341,1,196.0
26468,2,🛒 Regular Customers,2.4,332,1,2248.4
26469,0,💎 High-Value Loyalists,3.3,50,2,2200.0
26470,2,🛒 Regular Customers,2.7,250,1,2785.0
26471,2,🛒 Regular Customers,3.0,192,1,3316.0
26472,2,🛒 Regular Customers,2.4,368,2,1970.0
26473,1,😴 At-Risk/Dormant,1.95,204,1,150.0
26474,0,💎 High-Value Loyalists,2.95,42,3,298.7
26475,3,🆕 Recent Shoppers,2.55,33,1,181.4
26476,2,🛒 Regular Customers,2.4,349,1,2200.3
26477,1,😴 At-Risk/Dormant,1.6999999999999995,344,1,246.0
26478,2,🛒 Regular Customers,2.4,365,1,2102.0
26479,2,🛒 Regular Customers,2.4,294,1,2270.0
26480,0,💎 High-Value Loyalists,2.4,270,3,2313.9
26481,0,💎 High-Value Loyalists,3.0,141,6,3400.0
26482,1,😴 At-Risk/Dormant,2.0,217,1,228.0
26483,2,🛒 Regular Customers,2.7,251,1,2387.5
26484,0,💎 High-Value Loyalists,2.4,272,2,599.0
26485,2,🛒 Regular Customers,2.4,321,2,2230.0
26486,2,🛒 Regular Customers,2.4,362,1,2305.2
26487,2,🛒 Regular Customers,2.4,271,1,2620.0
26488,2,🛒 Regular Customers,2.4,304,2,2982.0
26489,0,💎 High-Value Loyalists,3.6,34,3,1196.9
26490,2,🛒 Regular Customers,2.4,368,1,2185.1
26491,0,💎 High-Value Loyalists,2.7,269,3,2350.0
26492,2,🛒 Regular Customers,3.0,169,1,2300.0
26493,0,💎 High-Value Loyalists,3.0,126,4,1912.0
26494,2,🛒 Regular Customers,3.0,104,2,1810.0
26495,2,🛒 Regular Customers,3.6,27,1,2296.0
26496,2,🛒 Regular Customers,3.0,120,1,3050.0
26497,2,🛒 Regular Customers,3.3,59,2,2686.0
26498,3,🆕 Recent Shoppers,2.65,140,1,420.0
26499,1,😴 At-Risk/Dormant,2.3,178,1,223.3
26500,0,💎 High-Value Loyalists,3.0,111,3,2390.0
26501,3,🆕 Recent Shoppers,2.95,90,1,276.0
26502,0,💎 High-Value Loyalists,3.3,51,7,2997.3
26503,2,🛒 Regular Customers,2.4,358,2,2172.3
26504,0,💎 High-Value Loyalists,3.3,57,3,2354.0
26505,0,💎 High-Value Loyalists,3.0,163,2,2000.0
26506,2,🛒 Regular Customers,3.0,180,1,4176.0
26507,2,🛒 Regular Customers,3.3,50,1,3272.0
26508,0,💎 High-Value Loyalists,3.6,20,5,2929.2
26509,3,🆕 Recent Shoppers,3.0,200,1,596.0
26510,3,🆕 Recent Shoppers,3.0,149,2,634.0
26511,0,💎 High-Value Loyalists,3.0,158,7,2704.5
26512,2,🛒 Regular Customers,2.4,349,1,2192.0
26513,2,🛒 Regular Customers,2.4,328,1,2156.0
26514,2,🛒 Regular Customers,2.4,364,1,2226.0
26515,2,🛒 Regular Customers,2.7,262,1,2578.0
26516,0,💎 High-Value Loyalists,3.0,208,4,4830.7
26517,2,🛒 Regular Customers,3.0,116,1,1500.0
26518,2,🛒 Regular Customers,3.0,150,1,2640.0
26519,2,🛒 Regular Customers,2.7,259,2,2485.0
26520,0,💎 High-Value Loyalists,2.7,262,4,1116.0
26521,2,🛒 Regular Customers,2.7,247,1,2200.0
26522,2,🛒 Regular Customers,2.4,329,1,2570.0
26523,2,🛒 Regular Customers,2.7,264,1,4956.0
26524,2,🛒 Regular Customers,2.4,308,2,2759.1
26525,2,🛒 Regular Customers,2.4,348,1,2210.0
26526,0,💎 High-Value Loyalists,3.6,6,3,1970.0
26527,0,💎 High-Value Loyalists,3.3,61,3,1207.0
26528,2,🛒 Regular Customers,2.4,286,1,2508.0
26529,2,🛒 Regular Customers,2.4,285,1,2280.0
26530,0,💎 High-Value Loyalists,2.4,342,5,4169.7
26531,2,🛒 Regular Customers,2.4,356,1,2183.6
26532,2,🛒 Regular Customers,2.7,233,1,2324.3
26533,0,💎 High-Value Loyalists,3.3,63,3,2653.2
26535,2,🛒 Regular Customers,2.7,255,2,2630.0
26536,2,🛒 Regular Customers,3.3,73,1,2330.0
26537,2,🛒 Regular Customers,2.4,356,1,2200.0
26538,2,🛒 Regular Customers,2.4,319,1,3000.0
26539,0,💎 High-Value Loyalists,3.3,35,4,2729.0
26540,2,🛒 Regular Customers,3.3,48,1,2390.0
26541,1,😴 At-Risk/Dormant,2.0,250,1,200.0
26542,2,🛒 Regular Customers,2.4,318,1,1820.0
26543,0,💎 High-Value Loyalists,2.7,237,3,2511.1
26544,2,🛒 Regular Customers,3.0,115,2,2434.0
26545,1,😴 At-Risk/Dormant,2.05,303,1,300.0
26546,0,💎 High-Value Loyalists,3.6,28,6,3683.7
26547,0,💎 High-Value Loyalists,3.0,151,4,2397.0
26548,2,🛒 Regular Customers,2.4,345,1,2400.0
26549,3,🆕 Recent Shoppers,2.25,51,1,160.0
26550,0,💎 High-Value Loyalists,2.7,228,3,2185.2
26551,0,💎 High-Value Loyalists,3.3,40,6,2644.0
26552,2,🛒 Regular Customers,2.4,382,2,2202.0
26553,2,🛒 Regular Customers,2.4,356,1,2196.0
26554,3,🆕 Recent Shoppers,2.65,178,1,274.0
26555,0,💎 High-Value Loyalists,2.7,232,6,2375.3
26556,2,🛒 Regular Customers,3.0,214,2,2736.0
26557,2,🛒 Regular Customers,3.0,120,1,2482.0
26558,1,😴 At-Risk/Dormant,2.4,306,1,450.0
26559,2,🛒 Regular Customers,2.4,349,1,2090.3
26560,2,🛒 Regular Customers,2.4,349,1,2304.0
26561,0,💎 High-Value Loyalists,2.7,240,4,872.9
26562,1,😴 At-Risk/Dormant,1.65,251,1,149.0
26564,1,😴 At-Risk/Dormant,2.4,369,1,990.0
26565,0,💎 High-Value Loyalists,2.4,316,2,1740.0
26566,2,🛒 Regular Customers,2.4,363,1,2218.0
26567,0,💎 High-Value Loyalists,3.6,27,4,3049.0
26568,2,🛒 Regular Customers,2.4,303,1,2386.0
26569,0,💎 High-Value Loyalists,3.3,86,3,743.0
26570,2,🛒 Regular Customers,3.6,34,2,2281.4
26571,2,🛒 Regular Customers,2.4,295,1,2143.3
26572,2,🛒 Regular Customers,2.7,221,1,2144.0
26573,0,💎 High-Value Loyalists,3.6,34,7,2756.2
26574,0,💎 High-Value Loyalists,2.4,329,3,1890.0
26575,2,🛒 Regular Customers,2.7,217,1,2288.0
26576,1,😴 At-Risk/Dormant,2.3,215,1,224.3
26577,2,🛒 Regular Customers,2.7,226,1,1406.2
26578,2,🛒 Regular Customers,2.4,353,1,1520.0
26579,3,🆕 Recent Shoppers,2.95,90,1,398.0
26580,0,💎 High-Value Loyalists,2.4,283,3,2911.7
26581,2,🛒 Regular Customers,2.4,270,2,2432.0
26582,0,💎 High-Value Loyalists,3.0,119,4,2194.0
26583,2,🛒 Regular Customers,2.4,366,1,2168.0
26584,1,😴 At-Risk/Dormant,1.6999999999999995,307,1,245.0
26585,0,💎 High-Value Loyalists,3.6,27,6,5231.099999999999
26586,3,🆕 Recent Shoppers,3.25,27,2,348.7
26588,3,🆕 Recent Shoppers,2.9,27,1,210.0
26589,2,🛒 Regular Customers,2.4,336,1,2194.0
26590,2,🛒 Regular Customers,2.7,249,1,2000.0
26591,1,😴 At-Risk/Dormant,1.2999999999999998,261,1,120.0
26592,2,🛒 Regular Customers,3.0,145,1,2359.1
26593,2,🛒 Regular Customers,2.4,366,1,2240.0
26594,0,💎 High-Value Loyalists,3.6,34,2,2600.0
26595,2,🛒 Regular Customers,3.0,170,1,2290.0
26596,0,💎 High-Value Loyalists,2.4,313,2,1639.4
26597,1,😴 At-Risk/Dormant,1.65,250,1,176.0
26598,2,🛒 Regular Customers,2.4,365,1,2410.0
26599,3,🆕 Recent Shoppers,2.65,154,1,351.2
26600,2,🛒 Regular Customers,3.3,53,1,2236.0
26601,0,💎 High-Value Loyalists,3.0,116,3,1652.0
26603,2,🛒 Regular Customers,3.6,13,2,2595.0
26604,2,🛒 Regular Customers,3.3,78,2,2806.0
26605,0,💎 High-Value Loyalists,3.6,34,3,530.0
26606,1,😴 At-Risk/Dormant,1.2999999999999998,257,1,80.0
26607,2,🛒 Regular Customers,2.4,370,1,2140.0
26608,2,🛒 Regular Customers,2.7,256,1,2136.0
26609,2,🛒 Regular Customers,2.4,373,1,2114.0
26610,2,🛒 Regular Customers,2.7,269,1,2871.0
26611,2,🛒 Regular Customers,2.4,348,1,2271.3
26612,2,🛒 Regular Customers,2.4,301,1,2834.0
26614,0,💎 High-Value Loyalists,3.0,212,3,704.0
26615,1,😴 At-Risk/Dormant,2.4,282,1,1000.0
26616,3,🆕 Recent Shoppers,2.3,152,1,216.0
26617,3,🆕 Recent Shoppers,3.0,188,1,520.0
26618,2,🛒 Regular Customers,3.0,131,2,2424.0
26619,0,💎 High-Value Loyalists,2.4,353,4,2420.5
26620,2,🛒 Regular Customers,2.7,255,2,2472.0
26621,1,😴 At-Risk/Dormant,1.2999999999999998,250,1,131.0
26622,2,🛒 Regular Customers,2.4,311,2,2190.0
26623,0,💎 High-Value Loyalists,3.6,27,5,2627.0
26624,2,🛒 Regular Customers,2.4,370,1,2121.5
26625,2,🛒 Regular Customers,2.7,217,1,2270.0
26626,0,💎 High-Value Loyalists,3.0,198,3,2674.0
26627,0,💎 High-Value Loyalists,2.4,303,3,2227.2
26628,1,😴 At-Risk/Dormant,1.0,303,1,118.0
26629,3,🆕 Recent Shoppers,2.95,42,1,316.0
26630,2,🛒 Regular Customers,2.7,239,1,2102.0
26631,0,💎 High-Value Loyalists,3.3,45,3,2121.0
26632,2,🛒 Regular Customers,3.6,20,2,2357.0
26633,2,🛒 Regular Customers,2.4,365,2,2033.5
26634,0,💎 High-Value Loyalists,3.0,118,2,2272.0
26635,2,🛒 Regular Customers,3.0,123,1,2284.0
26636,2,🛒 Regular Customers,2.4,347,2,2349.6
26637,2,🛒 Regular Customers,2.7,267,1,2380.0
26638,1,😴 At-Risk/Dormant,1.65,250,1,176.0
26639,0,💎 High-Value Loyalists,2.4,305,3,2441.0
26640,2,🛒 Regular Customers,3.0,107,1,2374.6
26641,2,🛒 Regular Customers,2.4,307,1,1974.0
26642,0,💎 High-Value Loyalists,3.6,27,6,4413.0
26643,1,😴 At-Risk/Dormant,1.0,304,1,97.7
26644,2,🛒 Regular Customers,2.4,298,2,1560.0
26645,0,💎 High-Value Loyalists,2.4,270,5,2627.2
26646,1,😴 At-Risk/Dormant,1.0,272,1,102.0
26647,2,🛒 Regular Customers,2.7,260,1,2290.0
26648,0,💎 High-Value Loyalists,2.4,327,4,2058.8
26649,0,💎 High-Value Loyalists,3.3,45,5,574.5
26650,2,🛒 Regular Customers,3.0,186,2,2342.0
26651,1,😴 At-Risk/Dormant,1.0,399,1,115.5
26652,0,💎 High-Value Loyalists,3.3,65,3,2253.5
26653,3,🆕 Recent Shoppers,3.0,147,1,448.0
26654,2,🛒 Regular Customers,2.7,250,1,2165.0
26655,0,💎 High-Value Loyalists,3.0,152,4,2548.5
26656,1,😴 At-Risk/Dormant,1.6999999999999995,277,1,212.0
26657,2,🛒 Regular Customers,2.4,290,1,2214.0
26658,1,😴 At-Risk/Dormant,2.35,255,1,351.4
26659,2,🛒 Regular Customers,2.4,340,2,2296.0
26660,0,💎 High-Value Loyalists,3.6,34,6,2666.7
26661,1,😴 At-Risk/Dormant,2.0,250,1,255.0
26662,2,🛒 Regular Customers,2.4,370,1,2272.0
26663,2,🛒 Regular Customers,2.4,370,2,2201.3
26664,2,🛒 Regular Customers,3.6,4,2,2428.7
26665,2,🛒 Regular Customers,3.6,23,2,2660.0
26666,2,🛒 Regular Customers,2.4,370,1,2158.0
26667,1,😴 At-Risk/Dormant,2.7,257,1,631.3
26668,0,💎 High-Value Loyalists,2.4,317,4,2503.0
26669,0,💎 High-Value Loyalists,3.3,46,2,2154.0
26670,2,🛒 Regular Customers,3.3,71,1,2302.0
26671,2,🛒 Regular Customers,2.4,330,1,2405.0
26673,0,💎 High-Value Loyalists,2.4,366,4,2145.0
26674,2,🛒 Regular Customers,3.0,164,2,2654.0
26675,2,🛒 Regular Customers,2.4,377,1,2086.0
26676,2,🛒 Regular Customers,2.4,373,1,2130.6
26677,2,🛒 Regular Customers,3.0,120,1,2488.0
26678,2,🛒 Regular Customers,2.7,252,1,2650.0
26679,0,💎 High-Value Loyalists,3.0,195,2,2200.0
26680,2,🛒 Regular Customers,2.4,345,1,2066.0
26681,0,💎 High-Value Loyalists,3.3,43,2,2534.0
26682,0,💎 High-Value Loyalists,2.4,270,4,2189.0
26683,2,🛒 Regular Customers,2.4,349,1,2184.0
26684,2,🛒 Regular Customers,2.7,252,2,2548.0
26686,2,🛒 Regular Customers,2.7,230,1,2204.0
26687,2,🛒 Regular Customers,2.4,355,2,2104.0
26688,3,🆕 Recent Shoppers,3.3,54,1,794.0
26689,2,🛒 Regular Customers,2.4,272,2,2199.2
26690,2,🛒 Regular Customers,2.4,321,1,2376.0
26692,2,🛒 Regular Customers,2.4,363,2,2050.0
26693,1,😴 At-Risk/Dormant,1.35,473,1,166.5
26694,2,🛒 Regular Customers,2.4,366,1,2132.6
26695,2,🛒 Regular Customers,3.6,20,3,3956.1
26696,2,🛒 Regular Customers,2.4,370,1,2042.0
26697,2,🛒 Regular Customers,2.4,306,2,1613.0
26698,0,💎 High-Value Loyalists,2.4,271,3,2834.0
26699,2,🛒 Regular Customers,3.3,68,1,2336.0
26700,2,🛒 Regular Customers,3.3,65,1,3244.0
26701,0,💎 High-Value Loyalists,2.4,290,2,2460.0
26702,2,🛒 Regular Customers,3.0,131,2,2741.6
26704,0,💎 High-Value Loyalists,3.0,100,3,2474.0
26705,2,🛒 Regular Customers,3.6,5,1,2348.0
26706,2,🛒 Regular Customers,2.7,269,1,2285.0
26707,1,😴 At-Risk/Dormant,2.4,301,2,546.0
26708,0,💎 High-Value Loyalists,3.6,20,3,2718.0
26709,0,💎 High-Value Loyalists,3.6,6,5,3511.0
26710,2,🛒 Regular Customers,2.7,258,1,2296.4
26711,0,💎 High-Value Loyalists,2.4,345,3,2266.8
26712,0,💎 High-Value Loyalists,3.0,167,3,2327.7
26713,3,🆕 Recent Shoppers,3.25,1,1,288.0
26714,0,💎 High-Value Loyalists,3.3,81,5,2963.3
26715,0,💎 High-Value Loyalists,3.6,3,2,1668.0
26717,2,🛒 Regular Customers,2.4,349,1,2346.0
26718,0,💎 High-Value Loyalists,3.0,188,3,2287.4
26719,0,💎 High-Value Loyalists,3.0,113,6,3032.4
26720,2,🛒 Regular Customers,2.4,349,1,2152.4
26721,2,🛒 Regular Customers,2.4,338,1,2296.0
26722,1,😴 At-Risk/Dormant,1.6999999999999995,424,1,230.0
26723,2,🛒 Regular Customers,2.7,218,1,2000.0
26724,0,💎 High-Value Loyalists,3.0,114,3,2722.0
26725,2,🛒 Regular Customers,2.4,331,1,2450.0
26726,3,🆕 Recent Shoppers,2.95,44,1,298.0
26727,2,🛒 Regular Customers,2.4,362,1,2396.0
26728,2,🛒 Regular Customers,2.4,350,2,1958.0
26729,0,💎 High-Value Loyalists,2.6,66,2,242.0
26730,0,💎 High-Value Loyalists,3.0,170,4,3374.0
26731,3,🆕 Recent Shoppers,3.6,27,1,547.2
26732,0,💎 High-Value Loyalists,3.0,150,3,2545.2
26733,2,🛒 Regular Customers,2.4,312,1,2050.0
26734,1,😴 At-Risk/Dormant,1.0,418,1,116.0
26735,2,🛒 Regular Customers,2.4,367,1,2450.0
26736,2,🛒 Regular Customers,2.4,358,1,2490.0
26737,1,😴 At-Risk/Dormant,2.7,233,1,483.4
26738,2,🛒 Regular Customers,3.0,103,1,2376.0
26739,0,💎 High-Value Loyalists,3.6,13,5,3116.4
26740,0,💎 High-Value Loyalists,3.6,19,2,557.0
26741,3,🆕 Recent Shoppers,2.95,40,1,272.0
26742,2,🛒 Regular Customers,2.7,234,1,1418.0
26743,2,🛒 Regular Customers,2.4,328,1,2200.0
26744,2,🛒 Regular Customers,2.4,304,1,2000.0
